!CSV A.01.01
!Keysight Technologies,P9373B,MY61100323,A.17.25.05
!Date: Friday, May 16, 2025 13:57:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
13120.053561494,0.0080213798,-2.2531822,-98.024658,67.182899,-89.21804,-67.239014,0.012097768,0.0013315517
13191.918870522,0.0081547024,-2.2630394,-103.63194,-96.0933,-100.37046,-111.8954,0.011171464,-0.0095509337
13264.177822961,0.0085210614,-2.2697542,-93.261581,-153.56622,-96.765556,120.38921,0.011806577,-0.0042375713
13336.832575,0.009833293,-2.2872889,-94.486969,-5.5605531,-91.98629,-97.040031,0.011566483,-0.0037313814
13409.885294638,0.0076937391,-2.2952142,-98.808517,-10.212188,-91.161545,-91.843704,0.013913658,-0.012728516
13483.338161748,0.0088739563,-2.312407,-94.656181,38.579433,-89.357544,-116.03545,0.013659231,-0.0026926997
13557.193368144,0.0093229134,-2.3263993,-92.022148,-47.841957,-96.913147,-35.115913,0.012399781,0.0066091982
13631.453117648,0.0072740745,-2.3351889,-95.991455,-87.554092,-110.63129,-163.64915,0.01099124,-0.0024900262
13706.11962615,0.0088057565,-2.3539493,-104.73038,66.22345,-93.955727,-143.23698,0.012373968,-0.012719342
13781.19512168,0.0069422424,-2.3561761,-89.736504,158.64049,-100.23173,8.2089443,0.012721389,0.00023012824
13856.681844471,0.0086218184,-2.3736582,-99.951981,113.77833,-97.585899,157.36546,0.012806045,-0.0062627145
13932.582047026,0.0089178728,-2.4037817,-102.73846,-30.68162,-88.584808,66.665749,0.012414236,0.0054380442
14008.897994188,0.009715518,-2.3945804,-101.42649,77.595184,-89.790985,59.056671,0.012261425,0.0085135968
14085.631963205,0.0075862426,-2.4139154,-112.15131,-94.272057,-103.67121,53.797798,0.011025839,-0.012270723
14162.786243799,0.0080756396,-2.4251072,-95.693481,23.184397,-87.174568,169.70419,0.010959223,-0.0056754984
14240.363138233,0.0069680871,-2.4504859,-94.141624,178.57082,-87.547226,-28.96118,0.01255207,-0.013113302
14318.364961381,0.0088145398,-2.4494174,-96.404152,-157.16393,-89.279694,-164.27303,0.010047139,-0.009022723
14396.794040798,0.0084709413,-2.4677331,-93.992477,-138.9402,-91.021431,-31.637928,0.010200543,-0.0039677331
14475.652716786,0.0072508161,-2.4806175,-97.106689,-14.205028,-103.09153,155.2072,0.012362611,-0.0047161984
14554.943342468,0.0086895041,-2.4958215,-93.630547,-33.962029,-89.750198,-12.4789,0.011316051,-0.012823638
14634.668283855,0.00887034,-2.5054858,-88.92244,51.670219,-86.422066,-143.51674,0.01181174,-0.00149218
14714.829919919,0.0086486861,-2.5254588,-90.961189,163.98769,-89.747528,110.80283,0.012096219,-0.015712192
14795.430642663,0.0088253897,-2.5410378,-95.438126,29.958225,-94.986481,127.21934,0.011305723,0.00042137544
14876.47285719,0.0067949253,-2.5475149,-97.683647,-3.9669499,-91.549347,-156.63731,0.011402801,0.0060846424
14957.958981779,0.0077505871,-2.5639691,-96.684814,159.66679,-93.967453,139.56314,0.011294363,0.0038839919
15039.891447954,0.0085665314,-2.5689783,-95.055786,-90.520882,-98.556038,157.71147,0.011063021,0.0003929821
15122.27270056,0.0071996469,-2.5981989,-85.537209,-23.064157,-91.72126,-89.250008,0.010990207,-0.00010626699
15205.105197831,0.0086259516,-2.6089087,-96.485435,16.816107,-103.72736,-138.91646,0.012394618,-0.0064006723
15288.391411468,0.0076255202,-2.6266928,-91.333565,26.64197,-89.800133,115.35276,0.012006901,-0.0094741341
15372.133826708,0.0081252484,-2.6363819,-99.289673,107.95868,-89.123009,2.0190079,0.013161689,-0.0038680786
15456.334942405,0.0055334819,-2.6556582,-91.063385,-91.088585,-98.918129,172.75165,0.012792624,0.0067538535
15540.997271096,0.0069525801,-2.655375,-101.10337,-170.84778,-111.61352,10.626871,0.012342993,-0.0084693441
15626.123339085,0.0081733055,-2.6632433,-90.48925,108.16595,-91.823982,-179.76776,0.011877827,0.00024224694
15711.71568651,0.007082318,-2.6808388,-105.52105,-152.43271,-99.407936,29.79376,0.012326473,-0.0046278713
15797.776867425,0.0076611801,-2.6934063,-93.463707,-5.9615111,-115.9847,43.577229,0.010853873,-0.010015208
15884.309449873,0.0068316259,-2.7216618,-97.385849,-133.78966,-95.156624,-130.18968,0.01149213,-0.00014644174
15971.316015963,0.0075314599,-2.738373,-93.229332,-141.16473,-88.511627,113.5127,0.012878828,-0.014024566
16058.799161949,0.0066233082,-2.7426488,-88.435722,-45.504669,-91.783989,120.12559,0.011985733,-0.016987236
16146.761498306,0.0078115682,-2.7621424,-89.142174,-111.0393,-86.879265,29.474855,0.012208766,-0.0094093848
16235.205649805,0.0083774151,-2.7847707,-104.49367,142.20384,-107.03568,115.41827,0.012346091,-0.0072849207
16324.134255598,0.0093936883,-2.7773695,-90.259224,-96.75811,-91.026123,-17.145756,0.012705902,-0.0023716732
16413.549969291,0.0079681529,-2.7979169,-86.287476,-55.718658,-88.501328,-125.02716,0.011827229,-0.0068553197
16503.455459026,0.0075200899,-2.8215013,-94.030495,-127.48208,-90.955551,151.79796,0.0096840076,0.0015549615
16593.853407558,0.0081640044,-2.8271399,-93.511971,-118.04784,-101.96512,159.20706,0.012083312,0.0038903002
16684.746512339,0.0071862089,-2.8663764,-90.550087,127.82014,-89.258949,-27.621969,0.011953207,-0.00156095
16776.137485595,0.0072017144,-2.8721128,-99.764809,126.63606,-93.04509,116.50429,0.0099489987,-0.0045544649
16868.02905441,0.0065493863,-2.8788524,-90.317284,145.59128,-86.648361,-98.614967,0.01080946,0.0018946724
16960.423960803,0.0057361647,-2.9002233,-102.7719,-111.51421,-92.542892,25.58189,0.010561049,-0.0029954491
17053.324961814,0.0092232069,-2.921047,-88.733498,-103.88889,-89.302078,-61.044426,0.011812773,-0.00035767129
17146.734829586,0.0086528193,-2.9325502,-89.523987,-6.6467872,-85.929169,22.794228,0.01088176,0.0074799787
17240.656351443,0.0086905379,-2.9623897,-85.156006,-27.783161,-93.912636,141.75026,0.012025488,-0.010720497
17335.09232998,0.0080265477,-2.9593179,-87.859077,-99.03981,-86.509781,-128.68962,0.011194185,0.0080336817
17430.045583142,0.0073485007,-2.9757383,-88.372047,-118.09015,-92.058235,-139.45804,0.011963533,-0.0010515205
17525.518944309,0.0077929641,-2.9951658,-97.263748,153.04372,-98.948563,-65.449043,0.012655313,-0.0092443628
17621.515262381,0.0070781829,-3.0087655,-90.273117,-174.54514,-93.242668,128.61061,0.01372942,0.00063036842
17718.037401862,0.006791824,-3.0254505,-92.060173,37.967701,-94.765747,79.019363,0.012443145,-0.0034561369
17815.088242949,0.0077945143,-3.0608461,-94.018433,-99.720505,-90.369835,49.146275,0.012985161,0.0038465788
17912.670681614,0.0060794633,-3.0568745,-88.728249,101.82543,-103.2979,34.678638,0.010779507,0.0031013237
18010.78762969,0.0068874513,-3.0748713,-84.53109,132.10713,-91.332077,-123.01317,0.011141513,-0.0037244495
18109.442014962,0.0062578227,-3.1041784,-99.555374,-69.847473,-100.83732,106.39259,0.010588937,-0.010495177
18208.63678125,0.0080730561,-3.1189067,-95.186142,-27.174248,-89.269981,-139.62312,0.010602882,-0.0052652741
18308.374888502,0.0065493863,-3.1437266,-93.522675,39.525612,-87.981674,109.58321,0.013235498,-0.0037264023
18408.659312875,0.0062407628,-3.1454313,-96.250435,110.51685,-91.471626,114.06646,0.011644967,-0.0043741507
18509.493046831,0.006437209,-3.1577854,-102.78505,7.2357841,-92.670837,-45.039753,0.012536067,0.006936071
18610.879099222,0.0076389574,-3.1871393,-92.084106,127.42554,-91.98745,35.395542,0.011699698,-0.0072812792
18712.820495382,0.0057868338,-3.1984091,-99.067879,70.664398,-90.475243,-93.241196,0.0099376347,-0.0068557183
18815.320277214,0.0055805342,-3.2213349,-92.394791,-60.527122,-89.445686,-92.447342,0.011346,0.0071532242
18918.381503286,0.007441015,-3.2313874,-93.286522,-30.941368,-92.954407,34.869965,0.011356328,-0.013059923
19022.007248918,0.0091823936,-3.2536108,-101.01443,109.82776,-96.06044,-123.83027,0.010070899,-0.0012959656
19126.200606275,0.0055820853,-3.2785075,-101.59299,18.143183,-88.209534,47.851368,0.011406931,-0.00039720981
19230.964684459,0.0071701859,-3.2850449,-87.383789,37.701576,-91.738464,23.88559,0.0095538311,-0.0034870428
19336.302609604,0.0055696759,-3.3178139,-95.369896,23.700634,-106.29527,74.352531,0.010005817,-0.0039941519
19442.217524965,0.0056854947,-3.3155339,-107.81027,-156.687,-93.202774,-91.587631,0.012183986,0.0048136758
19548.712591015,0.0063162404,-3.335902,-89.902534,167.49411,-89.969696,-102.37222,0.0093585588,0.0016363874
19655.790985541,0.0083520962,-3.36783,-95.083427,-117.00803,-96.392342,-143.07477,0.011325345,-0.0060363347
19763.455903732,0.0062779849,-3.3683755,-100.39362,-111.53551,-95.537796,175.69182,0.012802948,-0.0056090499
19871.710558282,0.0054662637,-3.4000509,-103.19289,177.91093,-83.752579,-112.41969,0.009581727,0.0048946715
19980.558179482,0.0067458185,-3.4150586,-89.212227,-47.403397,-87.265793,166.43681,0.011881958,-0.0044503133
20090.002015316,0.005722722,-3.4329317,-89.499626,-80.272758,-88.82402,0.33197501,0.010331734,-0.011506806
20200.04533156,0.0063167573,-3.4330308,-86.286491,-119.2076,-92.160881,66.233009,0.0099903205,-0.012267149
20310.691411877,0.0063203759,-3.4628091,-102.95485,70.051422,-107.13087,-67.345383,0.01012565,0.0039355746
20421.943557917,0.0080911424,-3.5010643,-90.671623,115.23425,-95.160667,115.41669,0.013244788,-0.0071881036
20533.805089417,0.0077480031,-3.5119886,-96.88839,-53.283161,-86.562805,15.099327,0.012622275,0.0046196147
20646.279344293,0.0072859623,-3.5139174,-94.775841,-11.891264,-89.144218,-20.569609,0.013282983,-0.0073581934
20759.369678749,0.0059796819,-3.5404007,-96.081757,135.65608,-91.931694,80.139954,0.010099824,0.012332499
20873.079467371,0.0048871087,-3.5649743,-89.088326,-148.49426,-91.185814,-19.857586,0.010442261,-0.006882315
20987.412103229,0.0059372871,-3.59341,-94.760834,-28.638205,-92.821243,174.59106,0.0093151638,-0.013035569
21102.37099798,0.0068264566,-3.5927217,-96.209183,-38.984909,-84.521858,137.71681,0.012123582,0.0020315449
21217.959581965,0.0047474792,-3.6199968,-87.337524,-32.879181,-97.220078,-50.513248,0.010412306,-0.0020784733
21334.18130432,0.0048767659,-3.6383431,-91.508698,-21.257023,-100.77354,138.43793,0.013173044,-0.0032712845
21451.039633069,0.0026763021,-3.6652136,-84.47776,-62.880978,-106.6828,-113.35802,0.010045073,-0.00086946948
21568.538055234,0.0046771457,-3.6768441,-103.4322,8.5925388,-90.042595,134.86899,0.012762168,-0.023139473
21686.680076938,0.005100681,-3.6844897,-95.72081,81.175232,-87.692215,37.23753,0.010397844,-0.0013532111
21805.469223508,0.0030798556,-3.7315423,-98.876549,-147.95695,-93.39959,-141.37415,0.012715193,-0.0046337387
21924.90903958,0.0046792147,-3.749665,-96.47039,-29.76897,-85.188377,-76.208817,0.013120396,-0.0017185032
22045.003089208,0.0052289227,-3.761869,-87.16925,-131.91789,-83.60524,-13.402225,0.01345537,0.0039558038
22165.754955967,0.0043099453,-3.7943747,-94.987663,-105.69315,-99.816833,136.58075,0.012921154,0.0014736607
22287.168243061,0.0057191025,-3.8112473,-90.650963,-24.02195,-94.44651,85.033707,0.010203126,-0.020487513
22409.24657343,0.0067882058,-3.838063,-98.375694,160.41374,-102.3043,27.925419,0.011069218,0.007837466
22531.99358986,0.0041071959,-3.8635077,-93.841858,119.66949,-91.015823,117.28172,0.010421602,-0.0057391133
22655.412955091,0.0054404102,-3.8685448,-108.90539,45.617184,-86.816681,-89.290581,0.01199038,-0.0043253251
22779.508351923,0.0044320039,-3.8877923,-89.051613,-81.124794,-89.213226,97.650803,0.011821033,0.0031460335
22904.283483331,0.0052873543,-3.9003296,-101.85597,-80.394867,-90.121033,83.426926,0.012988258,-0.0055095879
23029.742072572,0.0047836802,-3.9377604,-89.272812,-165.88051,-95.575729,88.073936,0.012798818,-0.0022080177
23155.887863297,0.0038651256,-3.9405799,-90.629868,122.51038,-93.211937,70.364708,0.011604693,0.0049232137
23282.724619665,0.0044030412,-3.9651849,-87.323738,120.71918,-96.599998,-27.126431,0.01094373,-0.005294512
23410.256126451,0.0069530969,-3.9979599,-87.583488,41.697773,-92.322922,87.372284,0.012799851,0.00066315121
23538.486189161,0.0051011983,-3.9993043,-92.257507,-97.151871,-96.19297,141.29422,0.009833293,-0.0086475769
23667.418634147,0.0047050724,-4.0445638,-94.382935,-152.14261,-86.763832,-31.207108,0.012747714,0.01515762
23797.057308719,0.0049967403,-4.0538826,-84.205658,163.14291,-89.524513,-140.93047,0.0099851554,-0.0056238482
23927.406081263,0.0068445485,-4.1017151,-96.691879,-176.89024,-87.884323,-156.14212,0.011846849,0.0037670441
24058.46884135,0.0052387477,-4.1133881,-89.843224,138.00812,-99.001564,49.053864,0.010646264,-0.0095813563
24190.24949986,0.006467192,-4.125422,-94.70417,133.00552,-92.855278,156.70569,0.010658659,-0.0099903317
24322.751989093,0.0041366778,-4.1515236,-91.072098,-56.952496,-99.272552,-123.39073,0.010460855,-0.0059012156
24455.980262889,0.0057258243,-4.164432,-96.939842,-69.778358,-88.214439,-81.759964,0.012065758,-0.0059427549
24589.938296744,0.0060344841,-4.1995277,-100.3962,171.81999,-103.59274,-147.48006,0.0092154574,0.0017462478
24724.630087931,0.0055846707,-4.2131205,-93.318344,121.09218,-90.278908,-1.1745977,0.0090258531,-0.014587671
24860.059655619,0.0043001184,-4.2560406,-91.216019,17.428263,-91.346344,-177.74934,0.011381113,0.0044643986
24996.231040989,0.006063953,-4.2529631,-99.908195,-142.95056,-97.476112,62.512432,0.01159953,0.0073180534
25133.148307361,0.0054290346,-4.2747064,-87.899643,-85.353729,-102.63568,12.826466,0.010007882,-0.001181861
25270.81554031,0.0055019413,-4.3181963,-94.101753,133.6602,-86.731407,110.57813,0.011505555,-0.0084117539
25409.23684779,0.0057160002,-4.3227272,-85.597443,-120.25204,-91.436607,102.1849,0.012462762,0.0014415013
25548.416360257,0.0033090366,-4.3554478,-108.72286,-28.206726,-90.202072,158.58284,0.010683965,0.014386096
25688.358230791,0.0048948657,-4.359653,-82.323509,-176.1918,-88.702553,-127.33653,0.01216385,-0.0053482805
25829.066635221,0.0054481663,-4.4050364,-91.673836,-171.26352,-107.36046,-59.003437,0.01298929,0.003850573
25970.545772249,0.0053731902,-4.4367561,-92.074966,-92.210228,-88.98999,-20.167095,0.010811525,-0.0038671535
26112.799863576,0.0052583972,-4.4453745,-88.750259,113.20267,-116.93411,-41.965576,0.012826176,-0.01425025
26255.833154025,0.0045023416,-4.4686279,-87.764198,54.954582,-90.792145,-172.57526,0.012525742,-0.0052674385
26399.649911675,0.0060655042,-4.49647,-94.838196,97.204506,-82.617264,-74.871559,0.011562353,-0.0050913142
26544.254427978,0.0048488402,-4.5281711,-87.192429,23.599916,-86.205872,-65.22818,0.011433782,-0.019033451
26689.651017896,0.0036727011,-4.5464582,-94.660751,-127.39042,-90.717987,57.549686,0.011423971,0.0023071684
26835.844020024,0.0078797843,-4.592093,-84.554008,-17.874346,-91.268219,-38.090786,0.012239742,0.0096724229
26982.837796725,0.0058312984,-4.6008987,-87.936935,167.45374,-85.550682,86.702164,0.010681383,0.0040953155
27130.636734254,0.0038594357,-4.62679,-109.4602,-63.179508,-88.24807,4.006227,0.010016147,0.0037813759
27279.245242893,0.0063260626,-4.6464319,-86.629356,-172.59853,-88.498383,-78.196037,0.012627438,-0.013381097
27428.66775708,0.0045690578,-4.6899366,-93.28479,179.31966,-97.457077,-57.349297,0.012283108,-0.0062631713
27578.908735544,0.0035759681,-4.6983781,-88.502693,111.52264,-87.880157,50.808647,0.013859471,-0.011536417
27729.972661438,0.0022639143,-4.7335219,-87.74073,-75.129715,-84.446289,-31.358635,0.010060568,-0.0039506881
27881.864042468,0.0044759652,-4.7597089,-97.810333,1.4057611,-84.747215,24.225849,0.011612438,0.022562588
28034.587411035,0.0053819804,-4.7671213,-86.355812,-102.5441,-87.495163,-103.17834,0.011149775,-0.008898871
28188.147324363,0.0052754614,-4.8037367,-95.215271,-168.06995,-84.136978,42.070618,0.013199884,0.0045188479
28342.54836464,0.002219931,-4.8383913,-109.04026,-169.27818,-90.162224,-164.26253,0.014888909,-0.015693186
28497.795139153,0.0036608034,-4.8649464,-114.56021,155.34296,-99.331024,-173.07732,0.014416791,-0.010291047
28653.892280425,0.002871875,-4.8757987,-88.618187,25.958391,-91.838974,-60.589317,0.013899208,-0.00064307568
28810.844446355,0.0050401785,-4.9157515,-88.523193,71.70948,-95.673538,-174.28264,0.013244788,-0.026074639
28968.656320352,0.0032536825,-4.937191,-103.03024,165.97395,-93.874557,-117.07868,0.010631803,-0.0099219978
29127.332611484,0.00490314,-4.9648495,-92.607887,-131.71011,-93.82962,143.04794,0.013301564,0.0048135361
29286.878054608,0.0064459974,-4.9947896,-89.601105,-1.7801794,-89.039742,-2.0400329,0.013545689,0.014506026
29447.297410519,0.0026012782,-5.0249009,-89.973892,161.55319,-105.99949,-154.7395,0.011590236,-0.0046742791
29608.595466089,0.0061575286,-5.0315852,-91.063393,-126.12917,-89.428108,107.22997,0.01172758,-0.0065664123
29770.77703441,0.0058488771,-5.0716882,-88.211899,115.12206,-93.471634,-70.056633,0.012417332,-0.0063921832
29933.846954936,0.002833589,-5.0864377,-86.744034,-62.909077,-82.690552,79.139442,0.010331734,-0.006325684
30097.810093633,0.0036664936,-5.1271625,-89.873825,65.329071,-96.546761,-89.496986,0.0080715055,0.00087131973
30262.671343117,0.0049036569,-5.154264,-97.384445,-107.12374,-87.714493,99.982788,0.010527995,-0.0075396285
30428.435622804,0.0051441183,-5.1948862,-93.662598,-48.287399,-85.547409,136.36613,0.010891056,-0.0075661205
30595.107879058,0.0039825416,-5.2166605,-90.210838,-127.086,-97.68441,-134.88066,0.011274741,-0.0018400002
30762.693085335,0.005267188,-5.2428255,-91.08448,-54.163307,-89.676178,3.7410855,0.012867988,-0.013650545
30931.196242334,0.0038609875,-5.2646317,-90.047836,-150.49065,-102.64826,-17.12818,0.01223716,-0.016169503
31100.622378145,0.0046083629,-5.2907572,-93.984795,177.51204,-86.916069,-158.36336,0.012633633,-0.01146566
31270.9765484,0.0046264636,-5.3130507,-96.934677,-9.587554,-91.66201,141.62859,0.013084265,0.010680668
31442.263836422,0.0035723471,-5.3544731,-87.156792,-161.98146,-105.47142,-143.8513,0.012329055,-0.015234602
31614.489353379,0.0051880721,-5.3790245,-88.800713,-116.94247,-87.327477,-28.562794,0.012523677,0.0082206503
31787.658238437,0.0020589994,-5.4146156,-105.9369,109.97427,-86.545517,-166.53389,0.011667686,-0.013318042
31961.775658909,0.0032836876,-5.455368,-88.571121,55.56514,-90.686012,29.085709,0.012004836,-0.0097484589
32136.846810413,0.0029308556,-5.4756541,-92.937553,137.13469,-92.331551,-32.579929,0.011633608,-0.0060096625
32312.876917027,0.0039044369,-5.5134139,-87.915993,145.68365,-89.643478,21.064421,0.011704861,-0.0047001424
32489.871231443,0.0039737485,-5.5504026,-88.295586,-83.443367,-86.780403,114.62719,0.011333607,-0.0023366089
32667.835035126,0.0032272986,-5.5729771,-86.98098,54.912674,-88.211319,-103.98064,0.01217366,0.0014127216
32846.773638468,0.0041035754,-5.5867834,-90.789299,72.934479,-88.126381,26.198954,0.010241863,0.0021351168
33026.692380951,0.0053938734,-5.6157246,-90.436478,-58.59473,-90.404785,-43.105476,0.011216906,0.012576536
